Mask_Name,Coverage_Percentage
09266.png,42.1970
09267.png,43.8740
09268.png,49.3359
09269.png,41.7847
09270.png,47.4205
09271.png,42.1036
09272.png,47.9004
09273.png,47.6749
09274.png,43.3903
09275.png,45.6898
09276.png,41.5733
09277.png,42.7685
09278.png,41.7461
09279.png,45.6867
09280.png,45.5376
09281.png,44.6655
09282.png,42.4770
09283.png,44.3207
09284.png,40.4099
09285.png,45.4239
09286.png,47.2870
09287.png,44.9257
09288.png,44.4309
09289.png,43.5032
09290.png,43.0874
09291.png,46.6454
09292.png,45.1061
09293.png,46.9570
09294.png,46.1014
09295.png,42.3306
09296.png,41.1530
09297.png,43.9468
09298.png,41.3090
09299.png,41.8694
09300.png,44.0163
09301.png,45.2030
09302.png,45.8843
09303.png,40.3870
09304.png,42.1986
09305.png,42.5331
09306.png,45.7031
09307.png,44.5038
09308.png,45.7500
09309.png,47.8283
09310.png,48.8670
09311.png,47.5994
09312.png,44.1910
09313.png,42.4740
09314.png,40.5083
09315.png,43.6813
09316.png,44.7788
09317.png,43.3529
09318.png,48.2304
09319.png,42.6189
09320.png,48.9414
09321.png,41.4639
09322.png,49.5972
09323.png,44.8940
09324.png,41.9064
09325.png,41.9605
09326.png,42.4263
09327.png,44.2039
09328.png,40.0417
09329.png,42.7814
09330.png,40.2641
09331.png,40.7722
09332.png,46.7915
09333.png,40.3305
09334.png,44.7121
09335.png,47.8878
09336.png,43.2961
09337.png,42.4244
09338.png,45.6486
09339.png,40.1989
09340.png,45.0066
09341.png,42.0795
09342.png,43.5436
09343.png,41.3490
09344.png,43.3014
09345.png,41.6523
09346.png,41.4425
09347.png,41.8190
09348.png,45.4075
09349.png,43.3243
09350.png,44.8254
09351.png,49.0112
09352.png,43.9934
09353.png,43.1576
09354.png,49.4720
09355.png,45.8202
09356.png,47.5998
09357.png,44.1540
09358.png,45.5040
09359.png,45.0455
09360.png,45.5658
09361.png,42.6353
09362.png,44.2825
09363.png,42.1051
09364.png,40.8939
09365.png,41.8556
09366.png,44.6899
09367.png,41.6862
09368.png,42.5812
09369.png,42.4667
09370.png,46.3993
09371.png,43.5535
09372.png,46.9456
09373.png,42.0979
09374.png,48.2021
09375.png,42.7948
09376.png,48.4291
09377.png,46.0606
09378.png,48.0640
09379.png,43.7752
09380.png,41.6451
09381.png,40.3942
09382.png,42.6582
09383.png,41.5527
09384.png,44.3111
09385.png,47.4133
09386.png,43.5390
09387.png,45.4491
09388.png,42.2256
09389.png,45.4304
09390.png,42.1204
09391.png,40.5361
09392.png,46.3249
09393.png,44.5004
09394.png,42.3615
09395.png,40.5926
09396.png,45.3430
09397.png,41.4455
09398.png,42.5556
09399.png,40.1848
09400.png,43.7824
09401.png,47.2965
09402.png,45.7886
09403.png,43.1717
09404.png,41.7992
09405.png,46.8758
09406.png,44.3760
09407.png,43.7664
09408.png,43.1393
09409.png,43.4208
09410.png,46.5401
09411.png,48.7904
09412.png,45.2877
09413.png,42.3855
09414.png,47.4743
09415.png,46.0011
09416.png,41.3345
09417.png,40.9771
09418.png,46.3871
09419.png,47.3976
09420.png,41.6592
09421.png,41.5558
09422.png,49.0967
09423.png,49.9828
09424.png,44.6194
09425.png,40.7692
09426.png,43.5513
09427.png,41.3197
09428.png,45.1557
09429.png,40.2302
09430.png,44.9181
09431.png,41.1678
09432.png,41.4043
09433.png,42.6056
09434.png,43.9713
09435.png,47.9416
09436.png,43.4151
09437.png,44.5683
09438.png,42.0219
09439.png,41.9151
09440.png,43.7634
09441.png,42.2031
09442.png,40.1089
09443.png,44.0456
09444.png,44.4935
09445.png,42.2150
09446.png,47.3156
09447.png,47.7325
09448.png,49.5594
09449.png,44.9619
09450.png,40.8024
09451.png,48.8232
09452.png,40.9203
09453.png,42.7509
09454.png,47.6761
09455.png,45.9492
09456.png,46.9193
09457.png,45.9351
09458.png,41.9666
09459.png,46.5309
09460.png,42.8448
09461.png,44.7891
09462.png,48.4562
09463.png,47.2569
09464.png,46.7983
09465.png,44.6396
09466.png,49.7314
09467.png,40.5193
09468.png,46.7289
09469.png,47.5582
09470.png,42.8856
09471.png,44.0353
09472.png,40.8188
09473.png,42.2199
09474.png,47.3591
09475.png,43.0496
09476.png,49.3317
09477.png,47.7097
09478.png,42.2714
09479.png,43.4952
09480.png,49.9844
09481.png,47.8622
09482.png,45.5059
09483.png,45.9213
09484.png,48.5748
09485.png,47.9115
09486.png,44.1353
09487.png,45.7123
09488.png,40.9447
09489.png,40.9714
09490.png,49.2157
09491.png,44.0437
09492.png,45.6913
09493.png,46.8407
09494.png,42.0658
09495.png,41.4837
09496.png,42.4110
09497.png,48.2452
09498.png,44.8845
09499.png,49.4068
09500.png,46.8506
09501.png,42.1780
09502.png,45.5067
09503.png,42.6529
09504.png,42.9470
09505.png,49.1386
09506.png,47.2427
09507.png,47.0917
09508.png,46.2902
09509.png,44.4393
09510.png,44.0815
09511.png,49.1707
09512.png,46.6614
09513.png,44.2677
09514.png,41.2521
09515.png,41.6687
09516.png,44.3680
09517.png,44.2463
09518.png,46.0896
09519.png,40.4251
09520.png,41.5245
09521.png,46.0133
09522.png,42.0506
09523.png,49.6311
09524.png,43.5711
09525.png,40.0230
09526.png,43.9636
09527.png,49.6460
09528.png,41.3494
09529.png,47.4758
09530.png,44.3790
09531.png,40.7917
09532.png,44.8128
09533.png,43.7344
09534.png,40.4068
09535.png,44.3428
09536.png,44.3523
09537.png,41.7892
09538.png,42.0071
09539.png,47.0142
09540.png,47.5449
09541.png,43.0889
09542.png,42.2550
09543.png,48.5786
09544.png,47.1455
09545.png,44.3424
09546.png,46.8212
09547.png,43.4746
09548.png,44.2841
09549.png,42.7113
09550.png,41.9945
09551.png,43.3414
09552.png,44.8479
09553.png,43.6462
09554.png,45.7424
09555.png,45.6459
09556.png,46.4756
09557.png,44.2722
09558.png,40.6956
09559.png,45.5639
09560.png,44.6125
09561.png,49.1993
09562.png,42.5201
09563.png,42.9184
09564.png,41.5581
09565.png,43.8293
09566.png,47.9233
09567.png,42.1082
09568.png,47.1081
09569.png,46.5912
09570.png,40.3694
09571.png,48.6492
09572.png,43.0977
09573.png,40.0311
09574.png,40.2344
09575.png,42.3706
09576.png,48.2197
09577.png,44.3840
09578.png,40.3614
09579.png,49.3465
09580.png,49.4450
09581.png,41.8411
09582.png,43.9575
09583.png,44.4340
09584.png,43.2819
09585.png,45.6722
09586.png,46.6827
09587.png,45.0684
09588.png,43.9693
09589.png,44.0334
09590.png,47.9149
09591.png,44.7845
09592.png,48.3509
09593.png,41.4009
09594.png,46.0052
09595.png,42.3767
09596.png,40.3633
09597.png,43.3777
09598.png,41.3471
09599.png,49.0463
09600.png,40.8779
09601.png,40.6448
09602.png,41.2987
09603.png,42.6136
09604.png,46.7571
09605.png,43.3590
09606.png,46.6000
09607.png,41.9331
09608.png,43.0573
09609.png,42.6807
09610.png,47.2214
09611.png,44.8441
09612.png,45.3030
09613.png,40.9828
09614.png,40.2927
09615.png,41.1110
09616.png,43.7691
09617.png,49.0417
09618.png,41.9941
09619.png,40.8783
09620.png,40.6208
09621.png,43.3739
09622.png,40.7616
09623.png,47.9996
09624.png,45.2137
09625.png,41.6924
09626.png,40.9157
09627.png,46.4359
09628.png,47.6730
09629.png,42.2935
09630.png,40.2424
09631.png,45.2362
09632.png,46.0316
09633.png,45.3369
09634.png,45.7016
09635.png,42.5884
09636.png,49.2256
09637.png,41.4139
09638.png,46.9894
09639.png,45.9438
09640.png,47.8069
09641.png,46.2463
09642.png,43.8831
09643.png,48.1255
09644.png,45.1725
09645.png,41.7389
09646.png,42.4816
09647.png,46.5305
09648.png,40.2702
09649.png,47.5891
09650.png,41.5043
09651.png,44.6388
09652.png,42.5442
09653.png,40.1516
09654.png,46.1380
09655.png,48.8503
09656.png,41.2815
09657.png,49.1150
09658.png,40.7219
09659.png,40.1981
09660.png,45.6169
09661.png,45.3114
09662.png,40.8794
09663.png,47.5357
09664.png,49.0250
09665.png,49.7330
09666.png,47.2599
09667.png,41.8736
09668.png,43.4479
09669.png,45.8004
09670.png,47.2927
09671.png,42.5049
09672.png,42.4030
09673.png,45.0970
09674.png,46.2452
09675.png,45.5624
09676.png,49.5216
09677.png,46.7155
09678.png,41.9674
09679.png,48.5634
09680.png,47.7154
09681.png,42.4030
09682.png,43.1126
09683.png,45.7512
09684.png,48.3635
09685.png,42.7937
09686.png,40.1962
09687.png,44.0659
09688.png,43.8057
09689.png,40.6918
09690.png,46.0262
09691.png,48.1548
09692.png,45.1420
09693.png,48.6053
09694.png,42.5457
09695.png,49.2317
09696.png,44.9615
09697.png,40.4640
09698.png,40.9527
09699.png,49.9027
09700.png,40.5884
09701.png,42.4133
09702.png,49.2558
09703.png,44.0327
09704.png,40.4274
09705.png,42.9035
09706.png,45.2740
09707.png,40.0745
09708.png,49.8215
09709.png,46.7628
09710.png,40.7776
09711.png,49.3690
09712.png,41.3738
09713.png,48.0911
09714.png,43.6310
09715.png,45.8832
09716.png,44.0479
09717.png,44.1597
09718.png,46.9208
09719.png,45.3640
09720.png,40.6036
09721.png,44.7117
09722.png,45.4632
09723.png,42.8143
09724.png,41.7793
09725.png,46.0400
09726.png,46.5076
09727.png,40.3748
09728.png,49.5201
09729.png,41.8060
09730.png,47.1088
09731.png,41.3403
09732.png,40.2122
09733.png,44.4172
09734.png,44.1143
09735.png,45.2518
09736.png,42.0139
09737.png,43.7477
09738.png,41.2334
09739.png,41.6222
09740.png,47.9248
09741.png,42.5430
09742.png,41.4234
09743.png,41.6107
09744.png,48.3593
09745.png,49.6059
09746.png,40.2084
09747.png,47.4525
09748.png,43.7386
09749.png,46.5622
09750.png,48.0343
09751.png,40.9363
09752.png,48.7446
09753.png,45.2690
09754.png,45.2648
09755.png,47.8260
09756.png,43.7817
09757.png,43.6649
09758.png,41.1266
09759.png,46.2471
09760.png,45.3461
09761.png,42.9340
09762.png,43.8396
09763.png,42.5533
09764.png,43.1438
09765.png,48.3784
09766.png,46.0339
09767.png,41.7126
09768.png,43.7859
09769.png,48.6107
09770.png,45.2808
09771.png,45.2011
09772.png,44.3256
09773.png,40.9019
09774.png,43.3956
09775.png,41.6252
09776.png,40.3282
09777.png,42.6132
09778.png,41.0011
09779.png,40.5128
09780.png,46.9810
09781.png,48.8319
09782.png,47.5803
09783.png,41.7526
09784.png,45.2248
09785.png,48.6992
09786.png,41.9914
09787.png,42.0452
09788.png,42.7795
09789.png,40.7093
09790.png,42.3161
09791.png,40.0368
09792.png,45.8279
09793.png,42.6537
09794.png,45.0577
09795.png,40.2737
09796.png,45.1099
09797.png,47.6948
09798.png,46.4073
09799.png,41.2552
09800.png,46.5187
09801.png,43.1835
09802.png,41.8011
09803.png,46.3169
09804.png,47.7615
09805.png,49.1497
09806.png,46.4787
09807.png,46.9734
09808.png,48.8667
09809.png,47.0016
09810.png,44.8551
09811.png,41.4680
09812.png,41.3605
09813.png,41.6142
09814.png,43.7862
09815.png,42.0731
09816.png,43.3796
09817.png,43.9312
09818.png,45.6135
09819.png,45.7928
09820.png,44.4023
09821.png,45.3003
09822.png,43.8015
09823.png,42.6083
09824.png,44.1879
09825.png,44.7178
09826.png,46.3337
09827.png,43.9915
09828.png,42.0677
09829.png,41.6241
09830.png,46.4622
09831.png,43.4723
09832.png,44.6220
09833.png,46.0228
09834.png,46.1636
09835.png,48.2647
09836.png,41.2525
09837.png,46.1113
09838.png,40.9775
09839.png,40.1073
09840.png,45.8103
09841.png,45.7649
09842.png,49.1924
09843.png,40.1939
09844.png,48.1495
09845.png,48.5031
09846.png,47.2382
09847.png,41.2392
09848.png,40.9924
09849.png,41.7328
09850.png,48.3582
09851.png,44.2791
09852.png,43.1911
09853.png,41.7175
09854.png,43.4315
09855.png,47.7501
09856.png,42.2253
09857.png,46.2582
09858.png,46.5736
09859.png,46.2856
09860.png,41.9289
09861.png,42.8566
09862.png,43.9491
09863.png,41.2319
09864.png,44.9062
09865.png,45.7523
09866.png,48.5996
09867.png,46.1395
09868.png,40.9927
09869.png,42.8288
09870.png,48.9761
09871.png,42.5613
09872.png,43.5932
09873.png,45.4174
09874.png,49.5926
09875.png,44.6987
09876.png,40.1192
09877.png,40.3385
09878.png,43.3044
09879.png,45.4334
09880.png,41.9849
09881.png,41.4989
09882.png,42.5743
09883.png,43.8812
09884.png,41.0725
09885.png,44.5599
09886.png,46.5481
09887.png,43.0046
09888.png,46.6721
09889.png,43.8641
09890.png,40.3145
09891.png,43.2129
09892.png,44.4435
09893.png,43.3498
09894.png,41.5913
09895.png,47.6704
09896.png,48.0621
09897.png,41.1999
09898.png,41.6485
09899.png,45.5688
09900.png,48.5653
09901.png,48.4272
09902.png,45.0851
09903.png,41.1171
09904.png,42.7467
09905.png,42.3340
09906.png,43.5585
09907.png,48.9517
09908.png,42.3843
09909.png,48.0736
09910.png,42.7906
09911.png,48.2311
09912.png,42.3725
09913.png,40.6879
09914.png,42.7544
09915.png,46.7957
09916.png,44.6270
09917.png,44.2799
09918.png,41.2575
09919.png,46.5206
09920.png,40.3004
09921.png,41.7694
09922.png,45.0951
09923.png,48.6019
09924.png,47.4251
09925.png,40.7074
09926.png,49.8283
09927.png,43.9262
09928.png,42.7044
09929.png,44.8856
09930.png,43.6321
09931.png,41.8148
09932.png,40.1123
09933.png,45.7291
09934.png,41.6897
09935.png,46.5153
09936.png,45.9473
09937.png,42.0856
09938.png,48.5344
09939.png,40.1562
09940.png,44.0285
09941.png,44.8402
09942.png,44.5507
09943.png,46.9414
09944.png,49.5972
09945.png,47.2462
09946.png,44.0994
09947.png,45.6547
09948.png,47.2263
09949.png,41.4238
09950.png,45.0172
09951.png,44.3581
09952.png,49.0891
09953.png,40.9389
09954.png,48.7503
09955.png,43.3384
09956.png,48.6023
09957.png,42.5629
09958.png,47.8249
09959.png,43.4582
09960.png,48.6298
09961.png,40.8909
09962.png,44.6205
09963.png,44.5866
09964.png,42.2878
09965.png,49.8459
09966.png,43.6852
09967.png,48.7934
09968.png,42.6018
09969.png,41.3227
09970.png,46.4600
09971.png,46.8246
09972.png,40.3851
09973.png,43.8854
09974.png,40.9351
09975.png,42.6800
09976.png,41.4761
09977.png,43.3399
09978.png,42.0013
09979.png,44.0098
09980.png,44.9951
09981.png,44.6232
09982.png,42.6346
09983.png,40.0871
09984.png,41.5287
09985.png,40.0444
09986.png,45.3117
09987.png,47.2214
09988.png,44.1860
09989.png,40.4152
09990.png,47.6551
09991.png,40.7352
09992.png,49.9763
09993.png,46.1418
09994.png,43.5535
09995.png,46.2311
09996.png,43.2617
09997.png,42.6617
09998.png,42.7933
09999.png,42.8112
10000.png,59.8007
10001.png,50.6535
10002.png,52.5673
10003.png,51.3756
10004.png,51.5324
10005.png,50.1595
10006.png,51.1253
10007.png,50.5859
10008.png,54.6883
10009.png,52.4799
10010.png,50.4398
10011.png,50.2895
10012.png,53.0682
10013.png,57.3795
10014.png,50.1881
10015.png,50.2171
10016.png,51.6716
10017.png,51.3119
10018.png,57.2609
10019.png,52.3556
10020.png,52.4090
10021.png,51.8517
10022.png,53.3497
10023.png,55.5202
10024.png,58.6216
10025.png,51.1181
10026.png,55.0949
10027.png,54.3491
10028.png,53.1116
10029.png,50.9552
10030.png,54.2030
10031.png,51.4633
10032.png,53.4985
10033.png,59.4826
10034.png,58.9088
10035.png,56.0783
10036.png,50.1560
10037.png,51.0319
10038.png,51.3687
10039.png,51.1581
10040.png,54.1420
10041.png,55.5748
10042.png,50.1404
10043.png,53.2623
10044.png,53.8197
10045.png,55.8907
10046.png,55.0858
10047.png,52.4475
10048.png,52.3506
10049.png,54.9919
10050.png,51.1841
10051.png,53.6026
10052.png,51.3008
10053.png,52.8748
10054.png,53.6114
10055.png,55.8006
10056.png,54.9141
10057.png,58.2203
10058.png,59.1354
10059.png,50.0378
10060.png,54.4823
10061.png,50.2552
10062.png,51.0887
10063.png,57.2689
10064.png,51.3985
10065.png,56.1047
10066.png,52.3041
10067.png,56.3499
10068.png,50.5379
10069.png,52.9446
10070.png,54.3484
10071.png,51.9817
10072.png,57.5249
10073.png,54.6242
10074.png,52.8080
10075.png,53.9192
10076.png,55.1716
10077.png,50.1713
10078.png,53.1044
10079.png,53.2375
10080.png,50.9773
10081.png,50.2876
10082.png,52.0096
10083.png,53.1315
10084.png,54.3198
10085.png,53.3375
10086.png,50.2079
10087.png,56.4758
10088.png,53.4985
10089.png,56.0432
10090.png,54.3552
10091.png,56.3274
10092.png,51.9604
10093.png,55.0930
10094.png,58.2176
10095.png,57.7023
10096.png,55.6446
10097.png,58.7849
10098.png,50.9094
10099.png,53.3588
10100.png,55.2147
10101.png,58.4740
10102.png,54.9866
10103.png,54.0485
10104.png,51.1074
10105.png,51.8738
10106.png,56.5811
10107.png,53.3348
10108.png,51.6373
10109.png,56.0478
10110.png,52.8374
10111.png,52.4960
10112.png,56.7799
10113.png,52.2316
10114.png,55.1674
10115.png,51.8551
10116.png,59.1812
10117.png,58.4160
10118.png,50.5562
10119.png,55.2441
10120.png,53.7441
10121.png,50.1995
10122.png,53.1174
10123.png,52.1191
10124.png,56.2603
10125.png,51.6171
10126.png,55.1956
10127.png,50.7515
10128.png,55.6934
10129.png,56.0925
10130.png,54.0588
10131.png,53.0586
10132.png,50.6844
10133.png,51.1822
10134.png,51.5472
10135.png,51.1131
10136.png,50.3918
10137.png,50.7980
10138.png,53.6873
10139.png,50.0111
10140.png,57.5508
10141.png,50.7450
10142.png,56.9466
10143.png,58.5018
10144.png,53.2104
10145.png,51.1406
10146.png,59.8274
10147.png,55.2547
10148.png,50.9800
10149.png,52.0996
10150.png,53.7457
10151.png,50.4192
10152.png,54.6776
10153.png,53.8250
10154.png,51.2177
10155.png,50.4829
10156.png,50.7336
10157.png,53.9803
10158.png,51.6632
10159.png,52.6070
10160.png,55.8914
10161.png,59.4162
10162.png,57.5157
10163.png,59.1614
10164.png,54.2610
10165.png,56.3568
10166.png,50.9159
10167.png,54.0928
10168.png,53.1910
10169.png,52.3617
10170.png,51.1024
10171.png,56.9138
10172.png,58.9455
10173.png,55.1315
10174.png,50.9701
10175.png,52.1667
10176.png,51.8505
10177.png,50.7107
10178.png,55.8025
10179.png,54.2587
10180.png,59.6207
10181.png,58.2829
10182.png,54.2004
10183.png,51.0975
10184.png,55.2368
10185.png,53.0167
10186.png,55.0137
10187.png,51.5160
10188.png,52.2701
10189.png,56.0349
10190.png,50.0942
10191.png,59.8251
10192.png,57.0396
10193.png,52.2415
10194.png,55.6831
10195.png,51.7479
10196.png,59.0763
10197.png,50.2659
10198.png,55.1750
10199.png,56.0360
10200.png,52.5574
10201.png,56.8939
10202.png,54.8309
10203.png,50.7252
10204.png,52.4162
10205.png,52.5574
10206.png,52.2396
10207.png,53.7766
10208.png,53.4248
10209.png,52.8004
10210.png,58.5983
10211.png,53.0525
10212.png,57.2983
10213.png,51.8356
10214.png,53.0907
10215.png,54.6227
10216.png,55.5920
10217.png,55.6034
10218.png,51.2165
10219.png,55.1540
10220.png,51.0590
10221.png,50.5943
10222.png,55.8407
10223.png,58.6411
10224.png,53.0006
10225.png,52.8019
10226.png,51.5141
10227.png,50.7595
10228.png,56.8611
10229.png,54.2316
10230.png,52.2362
10231.png,56.7902
10232.png,52.4555
10233.png,51.8463
10234.png,54.3633
10235.png,57.7358
10236.png,50.5806
10237.png,51.5537
10238.png,52.4963
10239.png,58.8654
10240.png,56.9458
10241.png,54.9629
10242.png,56.4468
10243.png,51.5324
10244.png,54.4632
10245.png,50.3101
10246.png,52.6161
10247.png,50.0584
10248.png,52.0588
10249.png,56.6845
10250.png,59.1896
10251.png,53.0190
10252.png,52.6699
10253.png,53.6499
10254.png,52.3685
10255.png,50.9876
10256.png,51.7994
10257.png,54.9072
10258.png,51.0639
10259.png,50.8503
10260.png,57.1655
10261.png,56.1581
10262.png,53.7445
10263.png,54.0077
10264.png,50.3288
10265.png,51.0643
10266.png,50.6050
10267.png,54.1611
10268.png,57.8453
10269.png,53.5194
10270.png,53.4088
10271.png,52.7863
10272.png,52.8721
10273.png,52.0477
10274.png,51.4896
10275.png,51.2035
10276.png,55.9429
10277.png,54.3938
10278.png,52.9118
10279.png,53.5431
10280.png,58.9863
10281.png,55.2509
10282.png,53.6999
10283.png,50.1194
10284.png,56.3915
10285.png,55.5344
10286.png,54.1687
10287.png,51.1066
10288.png,54.9862
10289.png,50.1629
10290.png,50.4280
10291.png,50.6432
10292.png,51.3393
10293.png,50.1583
10294.png,53.4363
10295.png,53.8555
10296.png,51.4256
10297.png,54.8359
10298.png,56.6509
10299.png,55.3696
10300.png,53.8181
10301.png,52.1889
10302.png,52.6985
10303.png,59.4460
10304.png,58.6651
10305.png,59.5299
10306.png,58.3752
10307.png,55.6519
10308.png,50.3891
10309.png,52.2614
10310.png,51.0677
10311.png,50.2605
10312.png,56.0287
10313.png,52.6169
10314.png,55.9875
10315.png,53.1776
10316.png,56.1836
10317.png,51.4675
10318.png,54.9549
10319.png,50.8511
10320.png,53.0769
10321.png,51.3985
10322.png,55.3383
10323.png,57.3193
10324.png,54.9881
10325.png,52.1667
10326.png,53.1151
10327.png,53.0605
10328.png,59.3193
10329.png,50.5642
10330.png,52.6939
10331.png,54.8584
10332.png,54.2934
10333.png,57.3170
10334.png,54.3434
10335.png,54.2912
10336.png,55.0087
10337.png,53.3798
10338.png,53.9829
10339.png,50.0420
10340.png,59.6447
10341.png,51.0555
10342.png,50.1976
10343.png,53.2349
10344.png,53.2711
10345.png,52.5486
10346.png,55.1968
10347.png,55.6770
10348.png,55.0709
10349.png,57.2582
10350.png,51.3908
10351.png,52.0897
10352.png,51.0189
10353.png,50.1343
10354.png,53.4714
10355.png,54.1306
10356.png,59.0954
10357.png,57.6015
10358.png,51.3138
10359.png,50.1358
10360.png,55.9723
10361.png,52.3533
10362.png,55.3509
10363.png,53.6640
10364.png,53.2261
10365.png,53.9871
10366.png,55.8582
10367.png,54.4167
10368.png,52.7592
10369.png,58.2417
10370.png,51.6541
10371.png,56.5472
10372.png,54.2160
10373.png,56.0894
10374.png,52.4349
10375.png,53.5233
10376.png,56.5041
10377.png,57.7042
10378.png,51.7876
10379.png,50.0546
10380.png,51.4706
10381.png,54.4449
10382.png,51.3718
10383.png,51.5099
10384.png,57.3322
10385.png,58.8474
10386.png,59.5741
10387.png,55.3524
10388.png,50.5814
10389.png,55.7861
10390.png,57.8747
10391.png,55.9570
10392.png,54.3339
10393.png,59.7073
10394.png,55.6065
10395.png,55.0465
10396.png,55.3772
10397.png,51.2455
10398.png,54.8019
10399.png,56.4476
10400.png,56.5666
10401.png,53.0830
10402.png,58.2558
10403.png,58.0833
10404.png,50.1804
10405.png,59.9773
10406.png,53.5759
10407.png,52.7351
10408.png,53.0834
10409.png,54.0390
10410.png,55.0335
10411.png,55.2917
10412.png,53.1433
10413.png,52.9423
10414.png,51.4919
10415.png,50.5352
10416.png,50.4391
10417.png,55.9822
10418.png,52.9228
10419.png,50.0900
10420.png,51.3714
10421.png,56.4930
10422.png,50.7912
10423.png,50.7759
10424.png,50.0507
10425.png,55.4337
10426.png,50.6355
10427.png,51.0574
10428.png,52.3178
10429.png,51.1520
10430.png,54.4327
10431.png,52.0206
10432.png,52.3396
10433.png,52.6848
10434.png,51.3885
10435.png,53.4576
10436.png,51.7807
10437.png,53.0941
10438.png,52.5200
10439.png,59.0847
10440.png,54.9019
10441.png,54.2542
10442.png,59.7660
10443.png,52.1175
10444.png,50.9274
10445.png,52.7203
10446.png,54.3442
10447.png,54.6104
10448.png,56.2443
10449.png,55.4184
10450.png,52.4841
10451.png,53.7308
10452.png,51.5335
10453.png,52.5295
10454.png,57.3395
10455.png,50.6271
10456.png,50.6687
10457.png,56.1413
10458.png,57.1316
10459.png,50.0748
10460.png,51.0742
10461.png,54.4037
10462.png,56.4579
10463.png,57.8587
10464.png,54.9076
10465.png,58.9169
10466.png,55.2628
10467.png,53.3134
10468.png,55.0648
10469.png,54.0379
10470.png,58.8238
10471.png,56.3450
10472.png,54.1889
10473.png,58.1905
10474.png,50.1209
10475.png,53.5847
10476.png,50.1835
10477.png,53.4389
10478.png,57.1095
10479.png,51.0651
10480.png,51.0643
10481.png,52.2671
10482.png,50.2026
10483.png,54.0199
10484.png,54.5963
10485.png,52.8599
10486.png,54.4312
10487.png,50.5955
10488.png,55.1704
10489.png,54.2969
10490.png,52.7275
10491.png,57.9304
10492.png,50.0641
10493.png,52.0962
10494.png,54.6642
10495.png,55.3852
10496.png,52.1481
10497.png,53.2753
10498.png,54.6547
10499.png,52.1748
10500.png,59.6485
10501.png,52.0992
10502.png,53.3825
10503.png,52.4952
10504.png,51.6987
10505.png,53.6819
10506.png,50.2239
10507.png,53.0476
10508.png,52.9327
10509.png,57.7911
10510.png,50.6638
10511.png,54.5555
10512.png,50.5131
10513.png,50.8198
10514.png,53.1708
10515.png,52.1408
10516.png,57.9075
10517.png,50.9533
10518.png,54.2728
10519.png,57.0763
10520.png,53.3062
10521.png,53.7365
10522.png,50.6306
10523.png,51.2020
10524.png,53.9684
10525.png,58.8047
10526.png,51.4763
10527.png,50.8686
10528.png,55.2994
10529.png,53.2726
10530.png,55.3932
10531.png,52.8217
10532.png,51.5179
10533.png,50.0431
10534.png,54.1237
10535.png,51.6232
10536.png,51.0170
10537.png,52.1984
10538.png,53.0357
10539.png,51.7090
10540.png,57.4085
10541.png,51.9043
10542.png,51.5884
10543.png,52.6237
10544.png,57.6801
10545.png,56.5083
10546.png,57.1453
10547.png,56.2080
10548.png,55.6931
10549.png,56.9069
10550.png,50.0088
10551.png,56.1035
10552.png,51.5160
10553.png,59.4273
10554.png,54.2995
10555.png,52.6085
10556.png,56.9576
10557.png,58.1104
10558.png,58.1661
10559.png,51.6861
10560.png,52.4021
10561.png,52.1309
10562.png,53.7792
10563.png,50.2682
10564.png,55.3280
10565.png,51.5907
10566.png,56.9233
10567.png,54.8752
10568.png,54.6749
10569.png,59.0675
10570.png,56.2279
10571.png,50.6672
10572.png,50.8869
10573.png,51.7071
10574.png,53.1967
10575.png,55.5168
10576.png,51.1814
10577.png,52.7550
10578.png,57.3814
10579.png,55.0442
10580.png,54.6848
10581.png,54.2751
10582.png,56.3496
10583.png,54.0653
10584.png,50.7214
10585.png,58.7978
10586.png,51.8982
10587.png,56.8939
10588.png,50.4463
10589.png,54.7390
10590.png,55.9563
10591.png,51.6262
10592.png,56.3225
10593.png,54.2290
10594.png,54.9763
10595.png,52.0168
10596.png,54.0462
10597.png,54.7874
10598.png,52.2057
10599.png,55.7560
10600.png,52.9423
10601.png,54.4479
10602.png,53.5435
10603.png,51.7677
10604.png,50.0648
10605.png,55.0568
10606.png,53.9486
10607.png,50.9926
10608.png,57.7946
10609.png,54.3022
10610.png,52.3315
10611.png,56.1424
10612.png,57.7305
10613.png,51.3401
10614.png,50.6184
10615.png,54.1233
10616.png,59.6413
10617.png,50.3544
10618.png,55.4886
10619.png,51.4751
10620.png,56.1867
10621.png,50.4368
10622.png,57.5317
10623.png,50.3025
10624.png,52.5475
10625.png,54.1428
10626.png,50.9220
10627.png,57.5893
10628.png,52.2366
10629.png,56.9511
10630.png,53.2791
10631.png,51.8154
10632.png,56.8432
10633.png,50.3517
10634.png,50.9834
10635.png,57.4066
10636.png,54.6299
10637.png,56.5449
10638.png,50.9815
10639.png,50.4074
10640.png,54.4098
10641.png,53.2219
10642.png,53.1178
10643.png,51.8166
10644.png,52.4246
10645.png,52.7905
10646.png,50.0744
10647.png,56.9069
10648.png,55.7667
10649.png,53.7140
10650.png,50.0858
10651.png,57.9426
10652.png,50.0629
10653.png,51.6876
10654.png,59.7603
10655.png,57.6935
10656.png,53.2337
10657.png,52.7576
10658.png,52.4605
10659.png,50.9106
10660.png,50.5745
10661.png,57.2300
10662.png,51.0353
10663.png,53.1170
